r (m)	u(r) (m/s)	Log Derivative
0.16520	0.0012378	-3.2375
0.16540	0.0012330	-3.2505
0.16560	0.0012282	-3.2633
0.16580	0.0012234	-3.3440
0.16600	0.0012185	-3.4266
0.16620	0.0012135	-3.4409
0.16640	0.0012085	-3.4549
0.16660	0.0012035	-3.6086
0.16680	0.0011983	-3.5541
0.16700	0.0011932	-3.6396
0.16720	0.0011880	-3.7262
0.16740	0.0011827	-3.7429
0.16760	0.0011774	-3.8303
0.16780	0.0011720	-3.8486
0.16800	0.0011666	-3.9384
0.16820	0.0011611	-4.0286
0.16840	0.0011555	-4.0485
0.16860	0.0011499	-4.0683
0.16880	0.0011443	-4.5397
0.16900	0.0011386	-4.2559
0.16920	0.0011328	-4.3517
0.16940	0.0011269	-4.3743
0.16960	0.0011210	-4.4725
0.16980	0.0011150	-4.9046
0.17000	0.0011090	-4.5965
0.17020	0.0011029	-4.6223
0.17040	0.0010968	-4.7998
0.17060	0.0010905	-5.2676
0.17080	0.0010842	-4.8567
0.17100	0.0010779	-5.0398
0.17120	0.0010714	-5.5325
0.17140	0.0010649	-5.1805
0.17160	0.0010583	-5.2136
0.17180	0.0010517	-5.8103
0.17200	0.0010450	-5.4400
0.17220	0.0010382	-5.5569
0.17240	0.0010313	-6.1918
0.17260	0.0010243	-5.7141
0.17280	0.0010173	-6.3674
0.17300	0.0010102	-5.9605
0.17320	0.0010030	-6.5954
0.17340	0.00099575	-6.1741
0.17360	0.00098840	-6.8591
0.17380	0.00098097	-6.4045
0.17400	0.00097346	-7.1248
0.17420	0.00096586	-6.6704
0.17440	0.00095816	-7.4122
0.17460	0.00095038	-6.9288
0.17480	0.00094251	-7.7013
0.17500	0.00093456	-7.2085
0.17520	0.00092651	-8.0230
0.17540	0.00091837	-7.4925
0.17560	0.00091015	-8.3680
0.17580	0.00090181	-8.5284
0.17600	0.00089339	-7.9849
0.17620	0.00088487	-8.9000
0.17640	0.00087625	-9.1019
0.17660	0.00086752	-8.5162
0.17680	0.00085870	-9.5038
0.17700	0.00084977	-9.7226
0.17720	0.00084073	-9.1095
0.17740	0.00083159	-10.157
0.17760	0.00082235	-10.407
0.17780	0.00081299	-10.651
0.17800	0.00080352	-9.9952
0.17820	0.00079394	-11.164
0.17840	0.00078425	-11.455
0.17860	0.00077443	-11.720
0.17880	0.00076451	-12.017
0.17900	0.00075447	-12.338
0.17920	0.00074430	-11.589
0.17940	0.00073402	-12.986
0.17960	0.00072361	-13.339
0.17980	0.00071307	-13.694
0.18000	0.00070241	-14.074
0.18020	0.00069162	-14.467
0.18040	0.00068070	-14.879
0.18060	0.00066965	-15.319
0.18080	0.00065846	-15.765
0.18100	0.00064714	-16.228
0.18120	0.00063569	-16.758
0.18140	0.00062408	-15.811
0.18160	0.00061235	-17.811
0.18180	0.00060047	-18.412
0.18200	0.00058843	-20.900
0.18220	0.00057626	-19.645
0.18240	0.00056394	-20.345
0.18260	0.00055146	-21.062
0.18280	0.00053883	-21.822
0.18300	0.00052605	-22.641
0.18320	0.00051311	-23.512
0.18340	0.00050001	-24.435
0.18360	0.00048675	-25.415
0.18380	0.00047333	-26.504
0.18400	0.00045973	-27.624
0.18420	0.00044597	-28.850
0.18440	0.00043204	-33.203
0.18460	0.00041793	-31.584
0.18480	0.00040366	-33.161
0.18500	0.00038920	-34.858
0.18520	0.00037456	-36.698
0.18540	0.00035974	-42.623
0.18560	0.00034473	-40.964
0.18580	0.00032954	-43.452
0.18600	0.00031416	-46.238
0.18620	0.00029858	-54.232
0.18640	0.00028282	-52.870
0.18660	0.00026684	-56.796
